MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,,Appliances,Large Appliances,Major Kitchen & Laundry Appliances,,KDTS324SPS,KDTS324SPS Kitchen Aid Dishwasher SS,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,,,KDTS324SPS,,Appliances & Consumer Electronics>Kitchen Appliances>Major Appliances,"Appliance Dealers Cooperative, Dishwasher, KDTS324SPS, 24 in Width",DISHWASHER 24IN,"KDTS324SPS Dishwasher, 24 in Width","Dishwasher, 24 in Width","Dishwasher, 24 in Width",,24 in,,,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,Product Name,dishwasher,,Series,,,Capacity,,,Voltage Rating,,,Amperage Rating,,,Width,24,in,Mounting Type,,,Fuel Type,,,Sound Level,,,Color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141500,,,,,,,,,,24,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Major Kitchen & Laundry Appliances,,KDPS624SJP,KDPS624SJP Dishwasher Juniper - Display Only,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,,,KDPS624SJP,,Appliances & Consumer Electronics>Kitchen Appliances>Major Appliances,"Appliance Dealers Cooperative, Dishwasher, Juniper, KDPS624SJP",DISHWASHER 24IN,"Juniper KDPS624SJP Dishwasher, 24 in Width","Dishwasher, Juniper, 24 in Width","Juniper Dishwasher, 24 in Width",,24 in,,,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,Product Name,dishwasher,,Series,Juniper,,Capacity,,,Voltage Rating,,,Amperage Rating,,,Width,24,in,Mounting Type,,,Fuel Type,,,Sound Level,,,Color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141500,,,,,,,,,,24,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Major Kitchen & Laundry Appliances,,KDTS624SBE,KDTS624SBE Dishwasher BO Display Only,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,,,KDTS624SBE,,Appliances & Consumer Electronics>Kitchen Appliances>Major Appliances,"Appliance Dealers Cooperative, Dishwasher, BO, KDTS624SBE, 24 in Width",DISHWASHER 24IN,"BO KDTS624SBE Dishwasher, 24 in Width","Dishwasher, BO, 24 in Width","BO Dishwasher, 24 in Width",,24 in,,,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,Product Name,dishwasher,,Series,BO,,Capacity,,,Voltage Rating,,,Amperage Rating,,,Width,24,in,Mounting Type,,,Fuel Type,,,Sound Level,,,Color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141500,,,,,,,,,,24,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,D519127,D519127 Heater Kit,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,V & V Appliance Parts Inc (VVAPP),V & V Appliance Parts Inc,,,D519127,,,"V & V Appliance Parts Inc, Heater Kit, D519127",HEATER KIT,D519127 Heater Kit,Heater Kit,Heater Kit,,,,,,,,,,,,,,,,,,,,,,,,,,,Heater Kit,Product Name,Heater Kit,,Brand,,,Material,,,Color,,,Size,,,Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Major Kitchen & Laundry Appliances,,DF7004WE,DF7004WE Speed Queen Elect Dryer Wh,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,,,DF7004WE,,Appliances & Consumer Electronics>Kitchen Appliances>Major Appliances,"Appliance Dealers Cooperative, Dryer, DF7004WE",DRYER,DF7004WE Dryer,Dryer,Dryer,,,,,,,,,,,,,,,,,,,,,,,,,,,Dryer,Product Name,dryer,,Series,,,Capacity,,,Voltage Rating,,,Amperage Rating,,,Width,,,Mounting Type,,,Fuel Type,,,Sound Level,,,Color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Major Kitchen & Laundry Appliances,,DR7004BE,DR7004BE SQ Elect Dryer Bk,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,,,DR7004BE,,Appliances & Consumer Electronics>Kitchen Appliances>Major Appliances,"Appliance Dealers Cooperative, Dryer, SQ, DR7004BE",DRYER,SQ DR7004BE Dryer,"Dryer, SQ",SQ Dryer,,,,,,,,,,,,,,,,,,,,,,,,,,,Dryer,Product Name,dryer,,Series,SQ,,Capacity,,,Voltage Rating,,,Amperage Rating,,,Width,,,Mounting Type,,,Fuel Type,,,Sound Level,,,Color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Major Kitchen & Laundry Appliances,,DV2000WE,DV2000WE SQ Elect Dryer Wh,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,,,DV2000WE,,Appliances & Consumer Electronics>Kitchen Appliances>Major Appliances,"Appliance Dealers Cooperative, Dryer, DV2000WE",DRYER,DV2000WE Dryer,Dryer,Dryer,,,,,,,,,,,,,,,,,,,,,,,,,,,Dryer,Product Name,dryer,,Series,,,Capacity,,,Voltage Rating,,,Amperage Rating,,,Width,,,Mounting Type,,,Fuel Type,,,Sound Level,,,Color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Major Kitchen & Laundry Appliances,,DC5004WE,DC5004WE SQ Elect Dryer Wh,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,,,DC5004WE,,Appliances & Consumer Electronics>Kitchen Appliances>Major Appliances,"Appliance Dealers Cooperative, Dryer, SQ, DC5004WE",DRYER,SQ DC5004WE Dryer,"Dryer, SQ",SQ Dryer,,,,,,,,,,,,,,,,,,,,,,,,,,,Dryer,Product Name,dryer,,Series,SQ,,Capacity,,,Voltage Rating,,,Amperage Rating,,,Width,,,Mounting Type,,,Fuel Type,,,Sound Level,,,Color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Major Kitchen & Laundry Appliances,,DC5004BE,DC5004BE SQ Elect Dryer Bk,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,,,DC5004BE,,Appliances & Consumer Electronics>Kitchen Appliances>Major Appliances,"Appliance Dealers Cooperative, Dryer, SQ, DC5004BE",DRYER,SQ DC5004BE Dryer,"Dryer, SQ",SQ Dryer,,,,,,,,,,,,,,,,,,,,,,,,,,,Dryer,Product Name,dryer,,Series,SQ,,Capacity,,,Voltage Rating,,,Amperage Rating,,,Width,,,Mounting Type,,,Fuel Type,,,Sound Level,,,Color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Major Kitchen & Laundry Appliances,,WKE100HWA,WKE100HWA LG Laundry Center Wh - Display,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,,,WKE100HWA,,Appliances & Consumer Electronics>Kitchen Appliances>Major Appliances,"Appliance Dealers Cooperative, Laundry Center, Wh, WKE100HWA",LAUNDRY CENTER DISPLAY,"Wh WKE100HWA Laundry Center, Display Mounting Type","Laundry Center, Wh, Display Mounting Type","Wh Laundry Center, Display Mounting Type",,,,,,,,,,,,,,,,,,,,,,,,,,,Laundry Center,Product Name,laundry center,,Series,Wh,,Capacity,,,Voltage Rating,,,Amperage Rating,,,Width,,,Mounting Type,Display,,Fuel Type,,,Sound Level,,,Color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Major Kitchen & Laundry Appliances,,FF7011WN,FF7011WN Speed Queen Washer Wh,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,,,FF7011WN,,Appliances & Consumer Electronics>Kitchen Appliances>Major Appliances,"Appliance Dealers Cooperative, Washer, FF7011WN",WASHER,FF7011WN Washer,Washer,Washer,,,,,,,,,,,,,,,,,,,,,,,,,,,Washer,Product Name,washer,,Series,,,Capacity,,,Voltage Rating,,,Amperage Rating,,,Width,,,Mounting Type,,,Fuel Type,,,Sound Level,,,Color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Major Kitchen & Laundry Appliances,,PTD70GBPTDG,PTD70GBPTDG GE Gas Dryer DG,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,,,PTD70GBPTDG,,Appliances & Consumer Electronics>Kitchen Appliances>Major Appliances,"Appliance Dealers Cooperative, Dryer, PTD70GBPTDG, gas Fuel Type",DRYER GAS,"PTD70GBPTDG Dryer, gas Fuel Type, PTD70GBPTDG","Dryer, gas Fuel Type, PTD70GBPTDG","Dryer, gas Fuel Type, PTD70GBPTDG",,,,,,,,,,,,,,,,,,,,,,,,,,,Dryer,Product Name,dryer,,Series,,,Capacity,,,Voltage Rating,,,Amperage Rating,,,Width,,,Mounting Type,,,Fuel Type,gas,,Sound Level,,,Color,PTD70GBPTDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Major Kitchen & Laundry Appliances,,PTD70GBSTWS,PTD70GBSTWS GE Gas Dryer Wh,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,,,PTD70GBSTWS,,Appliances & Consumer Electronics>Kitchen Appliances>Major Appliances,"Appliance Dealers Cooperative, Dryer, PTD70GBSTWS, gas Fuel Type",DRYER GAS,"PTD70GBSTWS Dryer, gas Fuel Type","Dryer, gas Fuel Type","Dryer, gas Fuel Type",,,,,,,,,,,,,,,,,,,,,,,,,,,Dryer,Product Name,dryer,,Series,,,Capacity,,,Voltage Rating,,,Amperage Rating,,,Width,,,Mounting Type,,,Fuel Type,gas,,Sound Level,,,Color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Major Kitchen & Laundry Appliances,,DR5004WG,DR5004WG SQ Gas Dryer Wh,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,,,DR5004WG,,Appliances & Consumer Electronics>Kitchen Appliances>Major Appliances,"Appliance Dealers Cooperative, Dryer, DR5004WG, gas Fuel Type",DRYER GAS,"DR5004WG Dryer, gas Fuel Type","Dryer, gas Fuel Type","Dryer, gas Fuel Type",,,,,,,,,,,,,,,,,,,,,,,,,,,Dryer,Product Name,dryer,,Series,,,Capacity,,,Voltage Rating,,,Amperage Rating,,,Width,,,Mounting Type,,,Fuel Type,gas,,Sound Level,,,Color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Major Kitchen & Laundry Appliances,,DR7004BG,DR7004BG SQ Gas Dryer Bk,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,,,DR7004BG,,Appliances & Consumer Electronics>Kitchen Appliances>Major Appliances,"Appliance Dealers Cooperative, Dryer, DR7004BG, gas Fuel Type",DRYER GAS 70DBA,"DR7004BG Dryer, gas Fuel Type, 70 dBA Sound Level","Dryer, gas Fuel Type, 70 dBA Sound Level","Dryer, gas Fuel Type, 70 dBA Sound Level",,70 dBA,,,,,,,,,,,,,,,,,,,,,,,,,Dryer,Product Name,dryer,,Series,,,Capacity,,,Voltage Rating,,,Amperage Rating,,,Width,,,Mounting Type,,,Fuel Type,gas,,Sound Level,70,dBA,Color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Major Kitchen & Laundry Appliances,,DR7004WG,DR7004WG SQ Gas Dryer Wh,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,,,DR7004WG,,Appliances & Consumer Electronics>Kitchen Appliances>Major Appliances,"Appliance Dealers Cooperative, Dryer, SQ, DR7004WG, gas Fuel Type",DRYER GAS,"SQ DR7004WG Dryer, gas Fuel Type","Dryer, SQ, gas Fuel Type","SQ Dryer, gas Fuel Type",,,,,,,,,,,,,,,,,,,,,,,,,,,Dryer,Product Name,dryer,,Series,SQ,,Capacity,,,Voltage Rating,,,Amperage Rating,,,Width,,,Mounting Type,,,Fuel Type,gas,,Sound Level,,,Color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Major Kitchen & Laundry Appliances,,DV2000WG,DV2000WG SQ Gas Dryer Wh,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,,,DV2000WG,,Appliances & Consumer Electronics>Kitchen Appliances>Major Appliances,"Appliance Dealers Cooperative, Dryer, DV2000WG, gas Fuel Type",DRYER GAS,"DV2000WG Dryer, gas Fuel Type","Dryer, gas Fuel Type","Dryer, gas Fuel Type",,,,,,,,,,,,,,,,,,,,,,,,,,,Dryer,Product Name,dryer,,Series,,,Capacity,,,Voltage Rating,,,Amperage Rating,,,Width,,,Mounting Type,,,Fuel Type,gas,,Sound Level,,,Color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Major Kitchen & Laundry Appliances,,DC5004WG,DC5004WG SQ Gas Dryer Wh,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,,,DC5004WG,,Appliances & Consumer Electronics>Kitchen Appliances>Major Appliances,"Appliance Dealers Cooperative, Dryer, DC5004WG, gas Fuel Type",DRYER GAS,"DC5004WG Dryer, gas Fuel Type","Dryer, gas Fuel Type","Dryer, gas Fuel Type",,,,,,,,,,,,,,,,,,,,,,,,,,,Dryer,Product Name,dryer,,Series,,,Capacity,,,Voltage Rating,,,Amperage Rating,,,Width,,,Mounting Type,,,Fuel Type,gas,,Sound Level,,,Color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Major Kitchen & Laundry Appliances,,DC5004BG,DC5004BG SQ Gas Dryer Bk,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,,,DC5004BG,,Appliances & Consumer Electronics>Kitchen Appliances>Major Appliances,"Appliance Dealers Cooperative, Dryer, DC5004BG, gas Fuel Type",DRYER GAS,"DC5004BG Dryer, gas Fuel Type","Dryer, gas Fuel Type","Dryer, gas Fuel Type",,,,,,,,,,,,,,,,,,,,,,,,,,,Dryer,Product Name,dryer,,Series,,,Capacity,,,Voltage Rating,,,Amperage Rating,,,Width,,,Mounting Type,,,Fuel Type,gas,,Sound Level,,,Color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
