SKU,Column,Attribute,Value,UOM,Provenance,Certified,Nonconformity,Source Quote,Verifier Signals
49-94-1920,ATTRIBUTE_LABEL 5,wheel_type,Wheel Type,,derived,yes,,,"dimensional: abstained (wheel_type is nominal, not a physical quantity) ; constraint: abstained (no constraint in abrasive.cutoff_disc mentions wheel_type) ; identity: abstained (wheel_type is not an identity claim) ; vocabulary: 0.00 ('Cut Off' is not a term wheel_type accepts. This category allows 'type 1 flat', 'type 27 depressed center', 'type 41 flat', 'type 42 depressed center'. A plausible-sounding value outside the vocabulary is exactly the failure a confidence score does not catch.)"
49-94-1920,ATTRIBUTE_VALUE 5,wheel_type,Cut Off,,extracted,no,,Cut Off,"dimensional: abstained (wheel_type is nominal, not a physical quantity) ; constraint: abstained (no constraint in abrasive.cutoff_disc mentions wheel_type) ; identity: abstained (wheel_type is not an identity claim) ; vocabulary: 0.00 ('Cut Off' is not a term wheel_type accepts. This category allows 'type 1 flat', 'type 27 depressed center', 'type 41 flat', 'type 42 depressed center'. A plausible-sounding value outside the vocabulary is exactly the failure a confidence score does not catch.)"
49-94-1920,ATTRIBUTE_LABEL 6,abrasive_grain,Abrasive,,derived,yes,,,
49-94-1920,ATTRIBUTE_LABEL 7,max_rpm,Maximum Speed,,derived,yes,,,
49-94-1920,ATTRIBUTE_LABEL 8,pack_quantity,Quantity,,derived,yes,,,"dimensional: 0.55 ('1' carries no unit; assuming dimensionless. Unlabelled numbers are how inch/millimetre errors enter a catalog.) ; constraint: 1.00 (all 1 constraint(s) on pack_quantity hold) ; identity: abstained (pack_quantity is not an identity claim) ; vocabulary: abstained (pack_quantity is quantity, not a controlled term)"
49-94-1920,ATTRIBUTE_VALUE 8,pack_quantity,1,,extracted,no,,1,"dimensional: 0.55 ('1' carries no unit; assuming dimensionless. Unlabelled numbers are how inch/millimetre errors enter a catalog.) ; constraint: 1.00 (all 1 constraint(s) on pack_quantity hold) ; identity: abstained (pack_quantity is not an identity claim) ; vocabulary: abstained (pack_quantity is quantity, not a controlled term)"
49-94-1920,UNSPSC,,23101500,,routed,yes,,"Cut | Off | Disc | DKO | Cut Off | 7""x1/8""x5/8""",
49-94-1920,Selling Qty,pack_quantity,1,,derived,yes,,1,"dimensional: 0.55 ('1' carries no unit; assuming dimensionless. Unlabelled numbers are how inch/millimetre errors enter a catalog.) ; constraint: 1.00 (all 1 constraint(s) on pack_quantity hold) ; identity: abstained (pack_quantity is not an identity claim) ; vocabulary: abstained (pack_quantity is quantity, not a controlled term)"
49-94-1920,Selling UOM,pack_quantity,EA,,derived,yes,,,"dimensional: 0.55 ('1' carries no unit; assuming dimensionless. Unlabelled numbers are how inch/millimetre errors enter a catalog.) ; constraint: 1.00 (all 1 constraint(s) on pack_quantity hold) ; identity: abstained (pack_quantity is not an identity claim) ; vocabulary: abstained (pack_quantity is quantity, not a controlled term)"
49-94-1925,Dept,,Tools & Equipment,,routed,yes,,"Cut | Off | Disc | Cut Off | 10""x1/8""x5/8""",
49-94-1925,Class,,Power Tool Accessories,,routed,yes,,"Cut | Off | Disc | Cut Off | 10""x1/8""x5/8""",
49-94-1925,Fine,,Cut-Off & Grinding Wheels,,routed,yes,,"Cut | Off | Disc | Cut Off | 10""x1/8""x5/8""",
49-94-1925,Mfg_Part_Num,,49-94-1925,,passthrough,yes,,,
49-94-1925,Part_Desc,,"49-94-1925 Milw 10""x1/8""x5/8"" Masonry Cut Off Disc",,passthrough,yes,,,
49-94-1925,E1_Brand,,-- Unbranded --,,passthrough,yes,,,
49-94-1925,Unilog_Brand,,-- No Unilog Brand --,,passthrough,yes,,,
49-94-1925,DIB_Brand,,-- No DIB Brand --,,passthrough,yes,,,
49-94-1925,Part_Manuf,,Milwaukee Accessory (4031),,passthrough,yes,,,
49-94-1925,MANUFACTURER_NAME,,Milwaukee Accessory,,passthrough,yes,,,
49-94-1925,MANUFACTURER_PART_NUMBER,,49-94-1925,,passthrough,yes,,,
49-94-1925,Classpath,,Tools & Equipment>Power Tool Accessories>Abrasive Wheels,,routed,yes,,"Cut | Off | Disc | Cut Off | 10""x1/8""x5/8""",
49-94-1925,MOBILE_DESC,,"Milwaukee Accessory, Cut-Off Wheel, 49-94-1925, 10 in Diameter",,composed,yes,,10,
49-94-1925,INVOICE_DESC,,CUT-OFF WHEEL 10IN 0.125IN 0.625IN 1,,composed,yes,,10 | 1/8 | 5/8 | 1,
49-94-1925,SHORT_DESC,,"49-94-1925 Cut-Off Wheel, 10 in Diameter, 0.125 in Thickness, 0.625 in Arbor Size, masonry Application",,composed,yes,,10 | 1/8 | 5/8 | Masonry,
